"n" "ministere_client_" "code_naf" "siren" "direction" "date_prev" "fournisseur_actuel_d_electricite" "nom_du_site" "adresse" "code_postal" "ville" "siret" "rae" "type_de_tarif" "tension_de_raccordement" "p_16" "hph_17" "hch_18" "hpe_19" "hce_20" "hh_ejp_21" "p_ejp_22" "p_23" "hph_24" "hch_25" "hpe_26" "hce_27" "hh_ejp_28" "p_ejp_29" "p_30" "hph_31" "hch_32" "hpe_33" "hce_34" "hh_ejp_35" "p_ejp_36" "total" "electricite_100_verte_oui_non_"
"448" 693 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DISI PAYS CENTRE ESI LIMOGES" "54 RUE MONTESQUIEU" "87100" "LIMOGES" "17870211400012" "30001550627499" "JAUNE Base UM" "BT" NA "156" "156" "156" "156" NA NA "0" "0" "0" "0" "0" NA NA "0" "157593" "63872" "212518" "89170" NA NA "523153" "OUI"
"449" 694 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - DIR. SERVICES FISCAUX CHAMP DE MARS - BOR" "8 PLACE DU CHAMP DE MARS" "33000" "BORDEAUX" "17330221700018" "30001610031146" "JAUNE Base UL - Pas de Dénivelé" "BT" "240" "240" "240" "240" "240" NA NA "0" "0" "0" "0" "0" NA NA "0" "62661" "28435" "56457" "25697" NA NA "173250" "OUI"
"450" 695 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - CENTRE DES IMPOTS - LESPARRE" "PLACE FOUCHOU LAPEYRADE" "33340" "LESPARRE MEDOC" "17330221701271" "30001610120683" "JAUNE Base UM" "BT" NA "48" "48" "48" "48" NA NA "0" "0" "0" "0" "0" NA NA "0" "25387" "6479" "22107" "6365" NA NA "60338" "OUI"
"451" 696 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - DIR.  SERVICES FISCAUX - MERIGNAC" "106 AVENUE DU CHATEAU D EAU" "33700" "MERIGNAC" "17330221701230" "30001610153419" "JAUNE Base UM" "BT" NA "156" "156" "156" "156" NA NA "0" "0" "0" "0" "0" NA NA "0" "128256" "67318" "100541" "46760" NA NA "342875" "OUI"
"452" 697 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DOUANES AEROPORT" "ZI AVIATION GENERALE" "33700" "MERIGNAC" "10200000721146" "30001610190649" "JAUNE Base UM" "BT" NA "48" "48" "48" "48" NA NA "0" "0" "0" "0" "0" NA NA "0" "25477" "8855" "23499" "6414" NA NA "64245" "OUI"
"453" 698 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CENTRE IMPOTS FONCIER" "6 RUE PAUL BERT" "33500" "LIBOURNE" "17330221700836" "30001610547811" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "7" "3" "11" "9" NA NA "0" "2734" "1318" "2921" "1051" NA NA "8024" "OUI"
"454" 699 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - CENTRE DES IMPOTS LANGON" "70 COURS DU GENERAL LECLERC" "33210" "LANGON" "17330221700679" "30001610618257" "JAUNE Base UM" "BT" NA "48" "48" "48" "48" NA NA "0" "30" "12" "21" "12" NA NA "0" "21823" "5080" "24699" "5087" NA NA "56689" "OUI"
"455" 700 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - DIR. SERVICES FISCAUX - LIBOURNE" "RUE DU PRESIDENT WILSON" "33500" "LIBOURNE" "17330221700794" "30001610620402" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT" "48" "48" "48" "72" "72" NA NA "0" "0" "0" "0" "0" NA NA "0" "38966" "10616" "64873.999999999993" "20904" NA NA "135360" "OUI"
"456" 701 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DOUANES" "RUE FRANKLIN" "33530" "BASSENS" "17330230800114" "30001610629050" "JAUNE Base UL - Pas de Dénivelé" "BT" "90" "90" "90" "90" "90" NA NA "72" "68" "45" "47" "31" NA NA "7880" "50081" "27382" "35706" "11850" NA NA "132899" "OUI"
"457" 702 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "ARAFM  DIRECTION SCES FISCAUX GIRONDE" "18 RUE ALPHONSE DAUDET" "33700" "MERIGNAC" "17330221701362" "30001610634010" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "11549" "2445" "16312.000000000002" "3276" NA NA "33582" "OUI"
"458" 703 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - DIR. SERVICES FISCAUX - CENON" "AVENUE PRESIDENT VINCENT AURIOL" "33150" "CENON" "17330221700612" "30001610721104" "JAUNE Base UL - Pas de Dénivelé" "BT" "120" "120" "120" "120" "120" NA NA "0" "0" "0" "0" "0" NA NA "0" "41949" "16575" "48585" "20388" NA NA "127497" "OUI"
"459" 704 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - DIR. GENERAL DES IMPOTS BORDEAUX" "85 RUE DE LA LIBERTE" "33200" "BORDEAUX" "17330802400095" "30001610796540" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "27159" "5848" "19347" "3219" NA NA "55573" "OUI"
"460" 705 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M E F I TRESORERIE PRINCIPALE BORDEAUX AMENDE" "208 RUE FERNAND AUDEGUIL" "33000" "BORDEAUX" "17330211800836" "30001610827930" "JAUNE Base UL - Pas de Dénivelé" "BT" "54" "54" "54" "54" "54" NA NA "0" "0" "0" "0" "0" NA NA "0" "32957" "12612" "21764" "7843" NA NA "75176" "OUI"
"461" 706 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "INSEE CEFIL" "RUE DE LA CITE" "33500" "LIBOURNE" "12002701600167" "30001611074551" "JAUNE Base UM" "BT" NA "72" "72" "72" "72" NA NA "0" "0" "0" "0" "0" NA NA "0" "21235" "10583" "25863" "12894" NA NA "70575" "OUI"
"462" 707 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - DIR. SERVICES FISCAUX - ARCACHON" "17 COURS TARTAS" "33120" "ARCACHON" "17330221700471" "30001611365911" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT" "54" "54" "54" "66" "66" NA NA "0" "0" "0" "0" "0" NA NA "0" "41886" "17026" "51466" "21810" NA NA "132188" "OUI"
"463" 708 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DIRECTION REGIONALE DOUANES" "1 QUAI DE LA DOUANE" "33000" "BORDEAUX" "17330230800015" "30001611855074" "JAUNE Base UM" "BT" NA "78" "78" "78" "78" NA NA "0" "0" "0" "0" "0" NA NA "0" "51585" "22655" "51327" "22684" NA NA "148251" "OUI"
"464" 709 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "I.N.S.E.E." "33 RUE DE SAGET" "33076" "BORDEAUX" "17330270400015" "30001612067919" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT" "144" "144" "144" "168" "168" NA NA "0" "0" "0" "0" "0" NA NA "0" "97998" "23742" "157265" "42997" NA NA "322002" "OUI"
"465" 710 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DGCCRF" "AVENUE DU DOCTEUR SCHWEITZER" "33600" "PESSAC" "13000207400032" "30001612360434" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT" "156" "156" "156" "168" "168" NA NA "0" "0" "0" "0" "0" NA NA "0" "71856" "28490" "150123" "49198" NA NA "299667" "OUI"
"466" 711 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DGDDI" "AVENUE DU DOCTEUR SCHWEITZER" "33600" "PESSAC" NA "30001612360871" "JAUNE Base UL - Pas de Dénivelé" "BT" "108" "108" "108" "108" "108" NA NA "0" "0" "0" "0" "0" NA NA "0" "132468" "35083" "180980" "52839" NA NA "401370" "OUI"
"467" 712 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE" "46 RUE JULES FERRY" "33500" "LIBOURNE" "17330211800174" "30001614593860" "JAUNE Base UL - Pas de Dénivelé" "BT" "90" "90" "90" "90" "90" NA NA "0" "0" "0" "0" "0" NA NA "0" "19337" "6890" "23001" "7529" NA NA "56757" "OUI"
"468" 713 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "M.E.FI - DIR. SERVICES FISCAUX SARLAT" "AVENUE DE SELVES" "24200" "SARLAT LA CANEDA" "17240221600078" "30001620258260" "JAUNE Base UM" "BT" NA "60" "60" "60" "60" NA NA "0" "55" "13" "64" "12" NA NA "0" "35895" "8617" "45504" "10734" NA NA "100750" "OUI"
"469" 714 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DIRECTION DES SERVICES FISCAUX" NA "24600" "RIBERAC" "17240221600433" "30001620570015" "JAUNE Base UM" "BT" NA "60" "60" "60" "60" NA NA "0" "0" "0" "0" "0" NA NA "0" "18871" "4874" "27112" "7252" NA NA "58109" "OUI"
"470" 715 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE DE LA DORDOGNE" "24 COURS FENELON" "24000" "PERIGUEUX" "17240211700011" "30001620683500" "JAUNE Base UM" "BT" NA "228" "228" "228" "228" NA NA "0" "0" "0" "0" "0" NA NA "0" "67456" "17129" "58488" "13967" NA NA "157040" "OUI"
"471" 716 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CENTRE DES FINANCES PUBLIQUES" "CHEMIN DE VELOURS" "47300" "VILLENEUVE SUR LOT" "17470221700301" "30001630027650" "VERT Base A5 CU" "HTA1" "70" "70" "70" "70" "70" NA NA "51" "63" "19" "66" "50" NA NA "5852" "32628" "15833" "50312" "19313" NA NA "123938" "OUI"
"472" 717 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DDFIP DU LOT ET GARONNE" "1 PLACE DES JACOBINS" "47000" "AGEN" "17470211800384" "30001630030920" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT" "48" "48" "48" "60" "60" NA NA "41" "43" "22" "36" "15" NA NA "5968" "34127" "13807" "38910" "11200" NA NA "104012" "OUI"
"473" 718 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DIR. INTERREG DES DOUANES S-O" "CENTRE DE SERVICES ROUTIERS" "47520" "LE PASSAGE" "17330230800064" "30001630268617" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "26207" "11926" "15157" "5650" NA NA "58940" "OUI"
"474" 719 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CITE ADMINISTRATIVE LACUEE" "2 RUE RENE BONNAT" "47000" "AGEN" "17470221700046" "30001630298424" "JAUNE Base UL - Pas de Dénivelé" "BT" "120" "120" "120" "120" "120" NA NA "83" "83" "40" "95" "51" NA NA "11192" "69059" "19294" "110946" "27350" NA NA "237841" "OUI"
"475" 720 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CENTRE DES FINANCES PUBLIQUES" "PLACE GEORGES ESCANDE" "47500" "FUMEL" "17470211800509" "30001630624242" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "15466" "7038" "8389" "2673" NA NA "33566" "OUI"
"476" 721 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIES JEAN BRU" "1050 AVENUE DU DOCTEUR JEAN BRU" "47000" "AGEN" "17470211800384" "30001630645384" "JAUNE Base UL - Pas de Dénivelé" "BT" "60" "60" "60" "60" "60" NA NA "0" "0" "0" "0" "0" NA NA "0" "38224" "17325" "35878" "9884" NA NA "101311" "OUI"
"477" 722 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CITE ADMINISTRATIVE" "RUE JULES LABAT" "64100" "BAYONNE" "11002001300097" "30001640097622" "JAUNE Base UL - Pas de Dénivelé" "BT" "42" "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "15760" "4793" "13574" "4653" NA NA "38780" "OUI"
"478" 723 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE LANDES" "23 RUE ARMAND DULAMON" "40000" "MONT DE MARSAN" "17400211300010" "30001640171887" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT" "54" "54" "54" "84" "84" NA NA "0" "0" "0" "0" "0" NA NA "0" "36385" "8878" "54940" "15719" NA NA "115922" "OUI"
"479" 724 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "HOTEL DES IMPOTS" "AVENUE CHARLES FLOQUET" "64200" "BIARRITZ" "38235207800010" "30001640760379" "JAUNE Base UM" "BT" NA "54" "54" "54" "54" NA NA "0" "0" "0" "0" "0" NA NA "0" "31337" "6860" "39767" "9387" NA NA "87351" "OUI"
"480" 725 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "SERVICES FISCAUX DES P A" "11 RUE VAUBAN" "64100" "BAYONNE" "17640221200268" "30001640984234" "JAUNE Base UL - Pas de Dénivelé" "BT" "132" "132" "132" "132" "132" NA NA "133" "132" "25" "125" "25" NA NA "4531" "90929" "19132" "110589" "21462" NA NA "246643" "OUI"
"481" 726 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "RECETTE DES FINANCES" "2 AVENUE LOUISE DARRACQ" "64100" "BAYONNE" NA "30001641064130" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "21160" "6746" "13426" "2748" NA NA "44080" "OUI"
"482" 727 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DIR SERVICES FISCAUX DES LANDE" "BP 399" "40022" "MONT DE MARSAN" "17330802400152" "30001641186299" "JAUNE Base UM" "BT" NA "144" "144" "144" "144" NA NA "0" "0" "0" "0" "0" NA NA "0" "85338" "11950" "128318.00000000001" "16033.999999999998" NA NA "241640" "OUI"
"483" 728 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE" "PLACE D ESPAGNE" "64000" "PAU" "17640211300466" "30001650115435" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT" "78" "78" "78" "108" "108" NA NA "69" "69" "27" "81" "64" NA NA "3063" "56895" "15551" "69127" "18344" NA NA "162980" "OUI"
"484" 729 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DIR DES SERVICES FISCAUX" "1 BOULEVARD DU MARECHAL JUIN" "65000" "TARBES" "17650221900015" "30001650317693" "VERT Base A5 MU" "HTA1" "118" "123" "123" "123" "123" NA NA "1" "118" "0" "113" "0" NA NA "10968" "95662" "15664" "113999" "40936" NA NA "277229" "OUI"
"485" 730 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CITE ADMINISTRATIVE REFFYE" "RUE AMIRAL COURBET" "65000" "TARBES" "12002001101734" "30001650321427" "VERT Base A5 MU" "HTA1" "114" "114" "114" "114" "114" NA NA "76" "86" "29" "70" "26" NA NA "11835" "47564" "25329" "93357" "41358" NA NA "219443" "OUI"
"486" 731 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "SERVICES FISCAUX" "29 RUE DE MONPEZAT" "64000" "PAU" "17640221200011" "30001650441347" "JAUNE Base UL - Pas de Dénivelé" "BT" "120" "120" "120" "120" "120" NA NA "107" "106" "61" "0" "0" NA NA "4681" "83720" "12938" "56538" "10039" NA NA "167916" "OUI"
"487" 732 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE DES HP" "4 CHEMIN DE L ORMEAU" "65000" "TARBES" "17650211000016" "30001650483510" "JAUNE Base UL - Pas de Dénivelé" "BT" "90" "90" "90" "90" "90" NA NA "46" "47" "39" "74" "65" NA NA "1898" "60161" "26322" "77010" "29050" NA NA "194441" "OUI"
"488" 733 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "HOTEL DES IMPOTS PAU" "6 RUE D ORLEANS" "64000" "PAU" "17640221200011" "30001650593315" "JAUNE Base UM" "BT" NA "144" "144" "144" "144" NA NA "0" "97" "30" "105" "27" NA NA "0" "80156" "16441" "98928" "19941" NA NA "215466" "OUI"
"489" 734 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CENTRE DES IMPOTS" "RUE ADOUE" "64400" "OLORON STE MARIE" "17640221200219" "30001650659016" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "19333" "3768" "21493" "4363" NA NA "48957" "OUI"
"490" 735 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DIRECTION DES SERVICES FISCAUX" "1 RUE LAPOUBLE" "64000" "PAU" "17640221200011" "30001650801340" "JAUNE Base UM" "BT" NA "132" "132" "132" "132" NA NA "0" "0" "0" "0" "0" NA NA "0" "52522" "3961" "25311" "3247" NA NA "85041" "OUI"
"491" 736 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "I.N.S.E.E." "RUE DES GARNAUDES" "63400" "CHAMALIERES" "17630270100014" "30001710013599" "JAUNE Base UL - Pas de Dénivelé" "BT" "66" "66" "66" "66" "66" NA NA "0" "0" "0" "0" "0" NA NA "0" "42589" "13705" "58908" "17864" NA NA "133066" "OUI"
"492" 737 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DEPARTEMENT INFORMATIQUE" "17 RUE DE LA PARLETTE" "63000" "CLERMONT FERRAND" "17630211500017" "30001710155990" "VERT Base A5 LU" "HTA1" "200" "200" "216" "216" "216" NA NA "200" "220" "200" "240" "210" NA NA "51630" "295338" "248123" "515436.00000000006" "363963" NA NA "1474490" "OUI"
"493" 738 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "IMPOTS - HOTEL DE THIERS" "AVENUE DU BON REPOS" "63300" "THIERS" "33931354600014" "30001710227776" "VERT Base A5 MU" "HTA1" "75" "75" "75" "75" "75" NA NA "59" "62" "31" "60" "36" NA NA "6782" "41176" "15130" "62298" "21512" NA NA "146898" "OUI"
"494" 739 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "IMPOTS - HOTEL D' ISSOIRE" "3 BOULEVARD LEON BLUM" "63500" "ISSOIRE" "17630221400331" "30001710276049" "VERT Base A5 MU" "BT" "58" "58" "58" "58" "58" NA NA "40" "51" "14" "50" "16" NA NA "5874" "30988" "12192" "43761" "14823" NA NA "107638" "OUI"
"495" 740 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "ADMINISTRATION DES DOMAINES" "RUE PELISSIER" "63100" "CLERMONT FERRAND" "17630211500017" "30001710355572" "JAUNE Base UL - Pas de Dénivelé" "BT" "144" "144" "144" "144" "144" NA NA "0" "0" "0" "0" "0" NA NA "0" "80525" "22462" "78761" "20916" NA NA "202664" "OUI"
"496" 741 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "ECOLE NATIONALE DES IMPOTS" "AVENUE DES LANDAIS" "63000" "CLERMONT FERRAND" "34894723500019" "30001710631436" "JAUNE Base UM" "BT" NA "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "6545" "1168" "5474" "1426" NA NA "14613" "OUI"
"497" 742 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "IMPOTS - HOTEL DE RIOM" "49 RUE DE TOULON" "63200" "RIOM" "17630221400356" "30001710683501" "JAUNE Base UL - Pas de Dénivelé" "BT" "90" "90" "90" "90" "90" NA NA "0" "0" "0" "0" "0" NA NA "0" "57612" "13610" "72604" "19901" NA NA "163727" "OUI"
"498" 743 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE" "2 RUE GILBERT MOREL" "63000" "CLERMONT FERRAND" "17630211500017" "30001710707690" "JAUNE Base UM" "BT" NA "60" "60" "60" "60" NA NA "0" "0" "0" "0" "0" NA NA "0" "47250" "11312" "54551" "14159" NA NA "127272" "OUI"
"499" 744 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "HOTEL DES IMPOTS" "2 RUE GILBERT MOREL" "63000" "CLERMONT FERRAND" "17630221400018" "30001710709278" "JAUNE Base UM" "BT" NA "48" "48" "48" "48" NA NA "0" "0" "0" "0" "0" NA NA "0" "32723.999999999996" "5326" "40773" "8475" NA NA "87298" "OUI"
"500" 745 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE MUNICIPALE" "67 BOULEVARD FRANCOIS MITTERRAND" "63000" "CLERMONT FERRAND" "17630221400018" "30001711162544" "JAUNE Base UM" "BT" NA "54" "54" "54" "54" NA NA "0" "0" "0" "0" "0" NA NA "0" "51268" "20966" "21643" "6260" NA NA "100137" "OUI"
"501" 746 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "ENFIP CLERMONT" "1 RUE LEDRU" "63000" "CLERMONT FERRAND" "34894723500019" "30001711216328" "VERT Base A5 MU" "HTA1" "200" "200" "216" "216" "216" NA NA "174" "175" "59" "222" "115" NA NA "27993" "140123" "69778" "255861" "116488" NA NA "610243" "OUI"
"502" 747 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "PAIERIE DEPARTEMENTALE" "88 RUE PIERRE ESTIENNE" "63000" "CLERMONT FERRAND" "17630211500686" "30001711335908" "JAUNE Base UM" "BT" NA "54" "54" "54" "54" NA NA "0" "0" "0" "0" "0" NA NA "0" "22673" "8132.9999999999991" "13452" "3598" NA NA "47856" "OUI"
"503" 748 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "HOTEL DES IMPOTS" "ALLEE JEAN MARIE COUTURIER" "23200" "AUBUSSON" "17230221800232" "30001720002690" "JAUNE Base UL - Pas de Dénivelé" "BT" "48" "48" "48" "48" "48" NA NA "0" "0" "0" "0" "0" NA NA "0" "32314.999999999996" "8641" "39929" "11013" NA NA "91898" "OUI"
"504" 749 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE" "2 BOULEVARD SAINT PARDOUX" "23000" "GUERET" "17230211900372" "30001720274702" "JAUNE Base UM" "BT" NA "60" "60" "60" "60" NA NA "0" "0" "0" "0" "0" NA NA "0" "33286" "9772" "33765" "10017" NA NA "86840" "OUI"
"505" 750 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "DDFIP 23 CITE ADMINISTRATIVE" "AVENUE DE LAURE" "23000" "GUERET" "17230221800018" "30001720341422" "JAUNE Base UM" "BT" NA "96" "96" "96" "96" NA NA "0" "0" "0" "0" "0" NA NA "0" "93676" "29033" "97691" "31420" NA NA "251820" "OUI"
"506" 751 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "HOTEL DES IMPOTS TARIF JAUNE" "3 AVENUE DE LAURE" "23000" "GUERET" "17230221800018" "30001720377623" "JAUNE Base UM" "BT" NA "84" "84" "84" "84" NA NA "0" "0" "0" "0" "0" NA NA "0" "56996" "12446" "64399" "13715" NA NA "147556" "OUI"
"507" 752 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "IMPOTS - HOTEL DE CUSSET" "8 RUE DU BIEF" "03300" "CUSSET" "17030221000209" "30001730072337" "JAUNE Base UL - Pas de Dénivelé" "BT" "84" "84" "84" "84" "84" NA NA "0" "0" "0" "0" "0" NA NA "0" "65293.000000000007" "16009" "72418" "16984" NA NA "170704" "OUI"
"508" 753 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "IMPOTS - HOTEL D'YZEURE" "RUE ARISTIDE BRIAND" "03400" "YZEURE" "17030221000308" "30001730236027" "JAUNE Base UL - Pas de Dénivelé" "BT" "66" "66" "66" "66" "66" NA NA "0" "0" "0" "0" "0" NA NA "0" "57126" "13740" "63409" "16178" NA NA "150453" "OUI"
"509" 754 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE ALLIER" "9 AVENUE VICTOR HUGO" "03000" "MOULINS" "17030211100019" "30001730394517" "JAUNE Base UL - Pas de Dénivelé" "BT" "48" "48" "48" "48" "48" NA NA "38" "53" "21" "48" "17" NA NA "2471" "33557" "8507" "46481" "11373" NA NA "102389" "OUI"
"510" 755 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "CITE ADMIN  AURILLAC" "10 PLACE DE LA PAIX" "15000" "AURILLAC" "17150221400017" "30001750078306" "JAUNE Base UL - Pas de Dénivelé" "BT" "42" "42" "42" "42" "42" NA NA "0" "0" "0" "0" "0" NA NA "0" "30375" "7714" "35983" "9799" NA NA "83871" "OUI"
"511" 756 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "TRESORERIE GENERALE" "39 RUE DES CARMES" "15000" "AURILLAC" "17150211500016" "30001750380922" "JAUNE Base UM" "BT" NA "54" "54" "54" "54" NA NA "0" "0" "0" "0" "0" NA NA "0" "30355" "9336" "40698" "12106" NA NA "92495" "OUI"
"512" 757 "Ministères économiques et financiers" "84.11Z" 110020013 NA 2015-11-01 "EDF" "HOTEL DES IMPOTS DE SAINT FLOUR" "COURS SPY DES TERNES" "15100" "ST FLOUR" "17150221400256" "30001750395003" "JAUNE Base UL - Pas de Dénivelé" "BT" "60" "60" "60" "60" "60" NA NA "0" "0" "0" "0" "0" NA NA "0" "28594" "53538" "19762" "22890" NA NA "124784" "OUI"
